Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,Product weight g
15.53400,799.38428,0.79600,28.24119,687.48413,686.99841,0.36000,20.08127,2.00600,190.00000,195.00000,199.80000,204.80000,209.80000,45.50000,0.66400,14.2399
15.49400,799.19983,0.83000,28.24119,683.30695,683.30695,0.36000,20.09656,1.97800,190.00000,194.80000,199.60001,205.00000,209.80000,45.20000,0.66200,14.2318
15.39400,799.19983,0.83200,28.24119,690.20416,690.20416,0.36000,20.08127,1.99600,190.00000,195.00000,199.80000,205.00000,209.80000,45.20000,0.66400,14.2338
15.55600,799.38428,1.16600,28.24119,688.16412,688.16412,0.36000,20.06088,2.00200,190.00000,195.10001,200.00000,205.00000,209.80000,45.20000,0.66800,14.2388
15.53400,799.56873,0.77000,28.24119,683.88983,683.88983,0.36000,20.09656,1.99200,189.80000,195.30000,199.80000,205.00000,209.80000,45.00000,0.66800,14.231
15.49400,799.56873,1.05000,28.24119,679.71265,679.71265,0.36000,20.12714,1.98800,189.80000,195.30000,200.10001,205.00000,209.80000,45.00000,0.66000,14.2363
15.39600,799.75317,0.92000,28.24119,676.70123,676.60406,0.36000,20.07107,1.97200,189.80000,195.60001,200.10001,205.00000,209.80000,44.90000,0.66400,14.2338
15.55600,799.75317,1.13000,28.24119,688.35840,688.35840,0.36000,20.11185,1.97600,189.60001,195.60001,200.10001,205.00000,209.80000,44.50000,0.66200,14.2367
15.53400,799.56873,0.97600,28.24119,681.94696,681.84979,0.36000,20.08636,1.95600,189.60001,195.50000,200.10001,205.00000,209.80000,44.20000,0.66000,14.2408
15.49400,799.56873,1.13200,28.24119,689.23273,689.03845,0.36000,20.04049,1.98200,189.60001,195.30000,200.10001,205.00000,210.00000,44.00000,0.66800,14.2417
15.39600,799.56873,0.85800,28.24119,678.06122,678.06122,0.36000,20.09146,1.99400,189.60001,195.10001,200.00000,205.00000,210.00000,43.90000,0.66600,14.2388
15.55600,799.56873,1.02600,28.24119,668.92975,668.92975,0.36000,20.10165,1.97000,189.80000,195.10001,199.80000,205.00000,210.00000,43.50000,0.66400,14.2364
15.53400,799.56873,1.17200,28.24119,678.64410,678.64410,0.36000,20.07617,1.97800,189.80000,195.00000,199.80000,205.00000,210.00000,43.20000,0.66800,14.2387
15.49400,799.38428,0.85200,28.24119,681.94696,681.94696,0.36000,20.11695,1.97200,189.80000,194.80000,199.80000,205.00000,209.80000,43.00000,0.66600,14.2381
15.39600,799.75317,1.02800,28.24119,676.21552,676.21552,0.36000,20.08636,1.96800,189.60001,194.60001,199.80000,204.80000,209.80000,42.50000,0.66200,14.2364
15.55600,799.19983,0.89000,28.24119,676.79834,676.79834,0.36000,20.06088,1.97800,189.60001,194.60001,199.80000,204.80000,209.80000,42.20000,0.66400,14.2362
15.53400,799.38428,1.22200,28.24119,677.38123,677.38123,0.36000,20.02520,1.98000,189.80000,194.60001,199.80000,204.80000,209.80000,42.00000,0.66400,14.2361
15.49400,799.38428,0.77800,28.24119,676.89551,676.89551,0.36000,20.07107,1.98800,189.60001,194.60001,199.80000,204.80000,209.80000,41.70000,0.66200,14.2319
15.39600,799.56873,0.70200,28.24119,667.95831,667.95831,0.36000,20.10675,1.98200,189.60001,194.60001,199.80000,204.80000,209.80000,41.40000,0.66400,14.2297
15.55400,799.38428,0.86800,28.24119,677.08978,677.08978,0.36000,20.08127,1.98000,189.60001,194.80000,199.80000,204.80000,209.80000,41.00000,0.66600,14.2316
15.53400,799.19983,0.87400,28.24119,676.79834,676.79834,0.36000,20.11695,1.96800,189.60001,195.00000,200.00000,204.80000,209.80000,40.90000,0.66600,14.2292
15.49400,799.56873,1.81200,28.24119,685.05554,685.05554,0.36000,20.07617,1.97400,189.60001,195.00000,200.00000,204.80000,209.80000,40.50000,0.66200,14.2356
15.39600,799.38428,0.98200,28.24119,687.96985,687.87268,0.36000,20.06598,1.97400,189.60001,195.10001,200.00000,204.80000,209.80000,40.20000,0.66400,14.228
15.55600,799.38428,0.90000,28.24119,676.99261,676.99261,0.36000,20.10675,1.98000,189.80000,195.00000,199.80000,204.80000,210.00000,40.20000,0.66600,14.2301
15.53400,799.19983,0.94600,28.24119,676.31262,676.31262,0.36000,20.09146,1.96000,189.80000,194.80000,199.80000,205.00000,210.00000,40.00000,0.66600,14.2353
15.49400,799.38428,0.94600,28.24119,689.91272,689.91272,0.36000,20.05069,1.96800,189.60001,194.60001,199.80000,204.80000,210.00000,40.00000,0.66200,14.2315
15.39600,799.56873,1.12200,28.24119,695.35278,695.35278,0.36000,20.03030,1.97000,189.50000,194.60001,199.80000,205.00000,209.80000,40.00000,0.66200,14.227
15.55600,799.38428,0.94800,28.24119,687.58130,687.28986,0.36000,20.10165,1.97200,189.50000,194.30000,199.60001,205.00000,209.80000,39.90000,0.66400,14.2205
15.53400,799.38428,1.21200,28.24119,681.65552,681.65552,0.36000,20.13224,1.94600,189.30000,194.50000,199.80000,205.00000,209.80000,40.00000,0.66400,14.2283
15.49400,799.19983,0.98000,28.24119,686.22125,686.22125,0.36000,20.08636,1.96200,189.30000,194.80000,199.60001,205.00000,209.80000,40.00000,0.66000,14.2301
15.39600,799.38428,1.17600,28.24119,694.28418,694.28418,0.36000,20.00991,1.99400,189.30000,195.10001,199.80000,205.00000,209.80000,40.00000,0.66200,14.2276
15.55600,799.38428,0.92400,28.24119,686.22125,686.22125,0.36000,20.08636,1.97200,189.50000,195.10001,199.80000,204.80000,209.80000,40.00000,0.66400,14.2354
15.53400,799.19983,0.94800,28.24119,691.95276,691.95276,0.36000,20.10675,1.97200,189.30000,195.30000,199.80000,204.80000,209.80000,40.00000,0.66600,14.2281
15.49400,799.56873,0.93200,28.24119,684.95844,684.95844,0.36000,20.08636,1.97200,189.50000,195.50000,200.00000,204.80000,209.80000,40.20000,0.66600,14.2362
15.39400,799.38428,1.19600,28.24119,683.01556,683.01556,0.36000,20.07107,1.96800,189.60001,195.50000,200.10001,205.00000,209.80000,40.20000,0.66400,14.2319
15.55600,799.38428,1.01200,28.24119,678.93549,678.93549,0.36000,20.06598,1.97800,189.60001,195.50000,200.10001,205.00000,209.80000,40.50000,0.66400,14.2321
15.53400,799.38428,0.95000,28.24119,682.43268,682.43268,0.36000,20.08636,1.97400,189.80000,195.50000,200.10001,205.00000,209.80000,40.50000,0.66800,14.2284
15.49600,799.38428,0.81000,28.24119,669.51257,669.31830,0.36000,20.03540,1.96800,190.00000,195.30000,200.10001,205.00000,210.00000,40.70000,0.66200,14.2356
15.39400,799.38428,0.89800,28.24119,681.94696,681.94696,0.36000,20.04049,1.97600,190.10001,195.10001,200.00000,204.80000,210.00000,40.70000,0.66600,14.2303
15.55600,799.38428,0.89000,28.24119,686.70697,686.70697,0.36000,20.08636,1.97600,190.10001,194.60001,199.80000,204.80000,210.00000,40.70000,0.66200,14.2235
15.53400,799.38428,1.00200,28.24119,690.88416,690.88416,0.36000,20.02520,1.97800,190.00000,194.80000,199.80000,204.80000,210.00000,40.70000,0.66600,14.2276
15.49400,799.38428,0.84400,28.24119,699.72418,699.72418,0.36000,20.07107,1.99600,189.80000,194.80000,199.80000,205.00000,210.00000,40.90000,0.66400,14.2282
15.39400,799.38428,1.19000,28.24119,692.14703,692.14703,0.36000,20.10165,1.96000,189.80000,194.60001,199.60001,205.00000,209.80000,40.90000,0.66600,14.226
15.55600,799.38428,0.98200,28.24119,702.24994,702.24994,0.36000,20.08127,1.96600,189.80000,194.60001,199.80000,205.00000,209.80000,41.00000,0.66400,14.2272
15.53400,799.56873,0.89800,28.24119,697.68420,697.68420,0.36000,20.09146,1.97200,190.00000,194.60001,199.80000,205.00000,210.00000,41.00000,0.66000,14.2244
15.49400,799.19983,1.04200,28.24119,707.98138,707.98138,0.36000,20.05578,1.99400,190.10001,194.80000,199.80000,205.00000,209.80000,41.00000,0.66200,14.2247
15.39600,799.38428,1.07200,28.24119,702.05566,702.05566,0.36000,20.03540,1.98800,190.10001,195.00000,200.00000,205.00000,210.00000,41.20000,0.66400,14.2374
15.55600,799.19983,0.81000,28.24119,706.42712,706.42712,0.36000,20.04559,1.99000,190.00000,194.60001,200.00000,205.00000,209.80000,41.20000,0.66800,14.229
15.53400,799.56873,0.96400,28.24119,700.69562,700.69562,0.36000,20.07107,1.99000,190.00000,194.80000,200.00000,205.00000,209.80000,41.20000,0.66400,14.2226
15.49400,799.19983,1.07800,28.24119,708.66138,708.66138,0.36000,20.09656,1.97600,190.00000,195.10001,200.10001,205.00000,209.80000,41.40000,0.66400,14.2301
15.39600,799.38428,1.18200,28.24119,703.90137,703.90137,0.36000,20.05578,1.97600,189.80000,195.30000,200.10001,205.00000,209.80000,41.50000,0.66200,14.2259
15.55600,799.19983,0.95000,28.24119,709.34143,709.34143,0.36000,20.10675,1.97400,189.80000,195.50000,200.10001,205.00000,209.80000,41.40000,0.66400,14.2284
15.53200,799.19983,0.89000,28.24119,707.88428,707.88428,0.36000,20.07107,1.98000,190.00000,195.30000,200.10001,205.00000,209.80000,41.50000,0.66400,14.2303
15.49400,799.38428,1.07200,28.24119,706.81567,706.81567,0.36000,20.08636,1.98400,189.80000,195.30000,200.00000,205.00000,209.80000,41.50000,0.66600,14.2249
15.39600,799.38428,1.18200,28.24119,708.85571,708.66138,0.36000,20.06598,1.97600,189.80000,195.30000,200.00000,205.00000,209.80000,41.50000,0.66400,14.2283
15.55600,799.38428,1.04200,28.24119,714.00427,714.00427,0.36000,20.08127,1.97800,189.80000,195.00000,200.10001,205.00000,209.80000,41.70000,0.66200,14.2247
15.53600,799.01538,0.83400,28.24119,710.11853,710.11853,0.36000,20.09656,1.96800,189.80000,194.60001,200.00000,205.00000,209.80000,41.70000,0.66600,14.224
15.49200,799.19983,0.98200,28.24119,705.35852,705.35852,0.36000,20.14753,1.97200,189.80000,194.60001,200.00000,205.00000,209.80000,41.70000,0.66200,14.2194
15.39600,799.38428,0.92800,28.24119,704.96997,704.96997,0.36000,20.08636,1.97800,189.80000,194.60001,200.00000,205.00000,210.00000,41.90000,0.66800,14.2236
15.55600,799.19983,1.05000,28.24119,717.01575,717.01575,0.36000,20.05069,1.98000,189.80000,194.80000,200.00000,205.00000,209.80000,41.90000,0.66400,14.227
15.53400,799.38428,1.68200,28.24119,708.37000,708.37000,0.36000,20.02520,1.96800,189.80000,194.80000,200.00000,205.00000,209.80000,42.00000,0.66400,14.2283
15.49400,799.19983,0.92000,28.24119,708.07855,708.07855,0.36000,20.09146,1.99400,190.00000,194.80000,200.00000,205.00000,210.00000,41.90000,0.66400,14.2214
15.39600,799.38428,1.03800,28.24119,713.61572,713.61572,0.36000,20.07617,1.97600,189.80000,194.80000,199.80000,204.80000,210.00000,42.00000,0.66600,14.2279
15.55600,799.19983,0.87800,28.24119,711.57568,711.57568,0.36000,20.08127,1.96800,189.80000,194.80000,200.00000,205.00000,210.00000,42.00000,0.66600,14.2239
15.53400,799.38428,1.08200,28.24119,708.46710,708.46710,0.36000,20.10165,1.97600,190.00000,195.10001,199.80000,205.00000,210.00000,42.20000,0.66400,14.2236
15.49400,799.56873,1.16800,28.24119,714.58716,714.58716,0.36000,20.10165,1.97400,190.00000,195.00000,199.80000,205.00000,210.00000,42.20000,0.66200,14.2276
15.39400,799.56873,1.20600,28.24119,713.22717,713.22717,0.36000,20.05578,1.98800,189.80000,195.10001,199.80000,205.00000,210.00000,42.20000,0.66400,14.2199
15.55600,799.38428,1.08800,28.24119,707.30139,707.30139,0.36000,20.03030,1.98200,190.00000,194.80000,199.80000,205.00000,210.00000,42.20000,0.66600,14.2146
15.53400,799.19983,0.94600,28.24119,704.09564,704.09564,0.36000,20.12204,1.98800,189.80000,194.80000,199.80000,205.00000,210.00000,42.20000,0.66600,14.2224
15.49400,799.19983,0.87600,28.24119,712.64429,712.64429,0.36000,20.11695,1.97800,190.00000,194.80000,200.00000,205.00000,209.80000,42.40000,0.66200,14.231
15.39600,799.38428,1.34000,28.24119,711.47858,711.47858,0.36000,20.10675,1.97200,190.00000,194.80000,199.80000,205.00000,210.00000,42.50000,0.66600,14.2258
15.55600,799.38428,0.91400,28.24119,713.51855,713.51855,0.36000,20.11185,1.97800,189.80000,194.80000,200.00000,205.00000,210.00000,42.50000,0.66600,14.2212
15.53400,799.38428,1.28000,28.24119,705.74713,705.74713,0.36000,20.11695,1.97600,190.10001,194.80000,200.00000,205.00000,210.00000,42.50000,0.66400,14.2283
15.49400,799.19983,1.02200,28.24119,707.49567,707.49567,0.36000,20.10165,1.98200,190.10001,194.80000,199.80000,205.00000,209.80000,42.50000,0.66400,14.2271
15.39600,799.01538,0.89800,28.24119,703.22137,703.22137,0.36000,20.10675,1.96600,190.00000,194.60001,199.80000,204.80000,209.80000,42.50000,0.66400,14.2249
15.55600,799.38428,1.17000,28.24119,709.14709,709.14709,0.36000,20.12204,1.96400,190.00000,195.00000,199.80000,204.80000,209.80000,42.50000,0.66200,14.2263
15.53400,799.38428,0.97600,28.24119,707.30139,707.30139,0.36000,20.12204,1.97000,189.80000,195.00000,200.00000,204.80000,209.80000,42.70000,0.66400,14.2268
15.49400,799.19983,0.97400,28.24119,703.41565,703.41565,0.36000,20.05069,1.98000,189.60001,194.80000,199.80000,205.00000,209.80000,42.70000,0.66400,14.2208
15.39600,799.19983,0.89000,28.24119,705.55280,705.55280,0.36000,20.05069,1.98600,189.60001,194.80000,199.80000,205.00000,209.80000,42.70000,0.66400,14.2291
15.55600,799.19983,0.97800,28.24119,708.95282,708.95282,0.36000,20.12204,1.96400,189.60001,195.00000,200.00000,205.00000,209.80000,42.90000,0.66400,14.2291
15.53400,799.01538,0.95000,28.24119,705.45569,705.45569,0.36000,20.06598,1.96600,189.80000,195.10001,200.00000,205.00000,209.80000,43.00000,0.66400,14.221
15.49400,799.19983,1.07000,28.24119,713.61572,713.61572,0.36000,20.11695,1.97800,190.00000,195.30000,200.10001,205.00000,210.00000,43.00000,0.66800,14.226
15.39600,799.19983,1.55200,28.24119,705.26141,705.26141,0.36000,20.10675,1.97000,190.00000,195.60001,200.10001,205.00000,209.80000,43.20000,0.66600,14.2315
15.55600,799.19983,0.84400,28.24119,714.39288,714.39288,0.36000,20.05578,1.96800,190.10001,195.60001,200.10001,205.00000,209.80000,43.20000,0.66200,14.2279
15.53400,799.38428,0.97800,28.24119,709.82715,709.82715,0.36000,20.08127,1.98400,190.10001,195.50000,200.00000,205.00000,209.80000,43.20000,0.66400,14.2206
15.49400,799.19983,0.94200,28.24119,703.70709,703.70709,0.36000,20.08636,1.98400,190.10001,195.50000,200.10001,205.00000,209.80000,43.20000,0.66000,14.2242
15.39600,799.19983,0.86800,28.24119,708.27283,708.27283,0.36000,20.09656,1.97400,190.10001,195.30000,200.00000,205.00000,209.80000,43.20000,0.66600,14.2259
15.55600,799.19983,0.88000,28.24119,715.36432,715.36432,0.36000,20.08636,1.97200,190.00000,195.10001,199.80000,205.00000,209.80000,43.40000,0.66400,14.2259
15.53400,799.38428,1.28200,28.24119,712.74146,712.74146,0.36000,20.09146,1.97800,190.00000,195.10001,199.80000,205.00000,209.80000,43.40000,0.66600,14.2232
15.49600,799.38428,1.05200,28.24119,707.88428,707.88428,0.36000,20.11185,1.96400,190.10001,195.10001,199.80000,204.80000,209.80000,43.40000,0.66600,14.2283
15.39600,799.38428,0.93400,28.24119,710.31287,710.31287,0.36000,20.13224,1.97800,190.10001,195.10001,199.60001,204.80000,209.80000,43.40000,0.66200,14.2273
15.55400,799.19983,1.26400,28.24119,706.91284,706.91284,0.36000,20.04049,1.98400,190.10001,195.00000,199.80000,204.80000,209.80000,43.50000,0.66200,14.2256
15.53400,799.01538,1.04800,28.24119,705.74713,705.74713,0.36000,20.12204,1.99200,190.10001,195.00000,199.80000,204.80000,209.80000,43.50000,0.66200,14.2287
15.49400,799.19983,1.02000,28.24119,708.46710,708.46710,0.36000,20.07617,1.99600,190.10001,195.00000,199.80000,205.00000,210.00000,43.50000,0.66400,14.2263
15.39600,799.01538,1.13400,28.24119,704.96997,704.96997,0.36000,20.07617,1.98000,190.30000,195.00000,200.00000,205.00000,210.00000,43.50000,0.66400,14.2205
15.55600,799.19983,0.95600,28.24119,714.97571,714.97571,0.36000,20.11185,1.98600,190.10001,194.80000,200.10001,205.00000,210.00000,43.70000,0.66200,14.2253
15.53400,799.19983,0.93200,28.24119,710.99286,710.99286,0.36000,20.07617,1.98800,189.80000,194.60001,200.00000,205.00000,209.80000,43.50000,0.66200,14.229
15.49400,799.01538,0.84600,28.24119,704.87280,704.87280,0.36000,20.11695,1.97400,189.80000,195.00000,199.80000,205.00000,209.80000,43.70000,0.66600,14.2259
15.39600,799.19983,1.05200,28.24119,711.18713,711.18713,0.36000,20.16282,1.98400,189.80000,195.10001,200.00000,205.00000,209.80000,43.70000,0.66200,14.226
15.55600,799.01538,1.02800,28.24119,702.83282,702.83282,0.36000,20.12204,1.96000,189.80000,195.10001,199.80000,205.00000,209.80000,43.70000,0.66600,14.2296
15.53400,799.19983,0.93000,28.24119,717.11292,717.11292,0.36000,20.12204,1.97000,189.80000,195.10001,199.80000,204.80000,209.80000,43.70000,0.66400,14.2292
15.49400,799.38428,1.09400,28.24119,708.46710,708.46710,0.36000,20.11185,1.96600,189.80000,195.10001,199.80000,204.80000,209.80000,43.90000,0.66400,14.2284
15.39600,799.56873,0.96000,28.24119,710.99286,710.99286,0.36000,20.14753,1.97200,190.00000,195.00000,199.80000,204.80000,209.80000,43.90000,0.66600,14.2251
15.55400,799.19983,0.88400,28.24119,708.85571,708.85571,0.36000,20.10675,1.98000,190.00000,195.00000,200.00000,205.00000,210.00000,44.00000,0.66600,14.2205
15.53400,799.01538,0.88600,28.24119,715.07288,714.87860,0.36000,20.16282,1.98800,190.00000,194.80000,200.00000,205.00000,209.80000,44.00000,0.66400,14.2263
15.49400,799.19983,0.88400,28.24119,710.21570,710.21570,0.36000,20.09146,1.97400,190.10001,194.80000,199.80000,205.00000,210.00000,44.20000,0.66600,14.2293
15.39600,799.19983,0.98800,28.24119,709.14709,709.14709,0.36000,20.10165,1.98600,190.10001,195.00000,199.80000,205.00000,210.00000,44.20000,0.66000,14.2249
15.55600,799.19983,1.29800,28.24119,714.87860,714.78143,0.36000,20.12714,1.98200,190.10001,195.00000,199.80000,205.00000,210.00000,44.20000,0.66600,14.2222
15.53400,799.19983,0.89600,28.24119,697.00421,697.00421,0.36000,20.09146,1.97400,190.10001,194.60001,199.80000,205.00000,210.00000,44.20000,0.66600,14.2262
15.49400,799.19983,0.89400,28.24119,706.42712,706.42712,0.36000,20.09146,1.98400,190.00000,194.60001,199.80000,205.00000,209.80000,44.20000,0.66800,14.2253
15.39600,799.19983,1.00000,28.24119,708.66138,708.66138,0.36000,20.08636,1.96800,189.80000,194.80000,199.80000,205.00000,210.00000,44.20000,0.66400,14.2247
15.55800,799.19983,1.27800,28.24119,716.91858,716.91858,0.36000,20.09656,1.99600,189.80000,195.00000,200.10001,205.00000,210.00000,44.20000,0.66400,14.2216
15.53400,799.19983,0.92800,28.24119,717.40430,717.40430,0.36000,20.11695,1.99200,189.80000,195.00000,200.00000,205.00000,210.00000,44.40000,0.66200,14.2276
15.49400,799.38428,1.28800,28.24119,711.86713,711.67285,0.36000,20.10675,1.98200,189.80000,195.10001,200.00000,205.00000,210.00000,44.20000,0.66400,14.2225
15.39600,799.01538,0.88400,28.24119,713.71289,713.71289,0.36000,20.11185,1.98000,190.00000,195.30000,200.00000,205.00000,209.80000,44.40000,0.66200,14.2236
